id,rank,country,vehicle_type,type,status,column_index,row_index,predecessor,order_in_folder,have_prem_flag
p-63c-5,3,usa,Авиация,vehicle,standard,0,1,p-63a-10,1,False
p-38_late_group,3,usa,Авиация,folder,standard,0,2,p-63_group,,False
p-38j,3,usa,Авиация,vehicle,standard,0,2,p-38_late_group,0,False
p-38l,3,usa,Авиация,vehicle,standard,0,2,p-38j,1,False
f-82e,4,usa,Авиация,vehicle,standard,0,0,p-38_late_group,,False
f-80a,5,usa,Авиация,vehicle,standard,0,0,f-82e,,False
f-80,5,usa,Авиация,vehicle,standard,0,1,f-80a,,False
f-104_group,6,usa,Авиация,folder,standard,0,0,f-80,,False
f-104a,6,usa,Авиация,vehicle,standard,0,0,f-104_group,0,False
f-104c,6,usa,Авиация,vehicle,standard,0,0,f-104a,1,False
f-5e,7,usa,Авиация,vehicle,standard,0,0,f-104_group,,False
f_16_group,8,usa,Авиация,folder,standard,0,0,f-5e,,False
f_16a_block_10,8,usa,Авиация,vehicle,standard,0,0,f_16_group,0,False
f_16a_block_15_adf,8,usa,Авиация,vehicle,standard,0,0,f_16a_block_10,1,False
f_16c_block_50,8,usa,Авиация,vehicle,standard,0,1,f_16_group,,False
p-36a,1,usa,Авиация,vehicle,standard,1,0,,,False
p-36c,1,usa,Авиация,vehicle,standard,1,1,p-36a,,False
p-36g,2,usa,Авиация,vehicle,standard,1,0,,,False
p-40_group,2,usa,Авиация,folder,standard,1,1,p-36g,,False
p-40e,2,usa,Авиация,vehicle,standard,1,1,p-40_group,0,False
p-40f_10,2,usa,Авиация,vehicle,standard,1,1,p-40e,1,False
p-51c-10-nt,2,usa,Авиация,vehicle,standard,1,2,p-40_group,,False
p-51_early_group,3,usa,Авиация,folder,standard,1,0,p-51c-10-nt,,False
p-51_mk1a_usaaf,3,usa,Авиация,vehicle,standard,1,0,p-51_early_group,0,False
p-51d-5,3,usa,Авиация,vehicle,standard,1,0,p-51_mk1a_usaaf,1,False
p-47_ealy_group,3,usa,Авиация,folder,standard,1,1,p-51_early_group,,False
p-47d_22_re,3,usa,Авиация,vehicle,standard,1,1,p-47_ealy_group,0,False
p-47d,3,usa,Авиация,vehicle,standard,1,1,p-47d_22_re,1,False
p-47_group,3,usa,Авиация,folder,standard,1,2,p-47_ealy_group,,False
p-47d-28,3,usa,Авиация,vehicle,standard,1,2,p-47_group,0,False
p-47n-15,3,usa,Авиация,vehicle,standard,1,2,p-47d-28,1,False
p-51d-30_usaaf_korea,4,usa,Авиация,vehicle,standard,1,0,p-47_group,,False
p-51h-5_na,4,usa,Авиация,vehicle,standard,1,1,p-51d-30_usaaf_korea,,False
f-84_group,5,usa,Авиация,folder,standard,1,0,p-51h-5_na,,False
f-84b,5,usa,Авиация,vehicle,standard,1,0,f-84_group,0,False
f-84g,5,usa,Авиация,vehicle,standard,1,0,f-84b,1,False
f_86_group,5,usa,Авиация,folder,standard,1,1,f-84_group,,False
f-86a-5,5,usa,Авиация,vehicle,standard,1,1,f_86_group,0,False
f-86f-25,5,usa,Авиация,vehicle,standard,1,1,f-86a-5,1,False
f-86f-2,6,usa,Авиация,vehicle,standard,1,0,f_86_group,,False
f-100d,6,usa,Авиация,vehicle,standard,1,1,f-86f-2,,False
f-4c,7,usa,Авиация,vehicle,standard,1,0,f-100d,,False
f-4e,7,usa,Авиация,vehicle,standard,1,1,f-4c,,False
f_15a,8,usa,Авиация,vehicle,standard,1,0,f-4e,,False
f_15c_msip2,8,usa,Авиация,vehicle,standard,1,1,f_15a,,False
bf2c_1,1,usa,Авиация,vehicle,standard,2,0,,,False
f3f-2,1,usa,Авиация,vehicle,standard,2,1,bf2c_1,,False
f2a-1,1,usa,Авиация,vehicle,standard,2,2,f3f-2,,False
f2a-3,2,usa,Авиация,vehicle,standard,2,0,,,False
f4f_group,2,usa,Авиация,folder,standard,2,1,f2a-3,,False
f4f-3,2,usa,Авиация,vehicle,standard,2,1,f4f_group,0,False
f4f-4,2,usa,Авиация,vehicle,standard,2,1,f4f-3,1,False
f6f-3,2,usa,Авиация,vehicle,standard,2,1,f4f-4,2,False
f4u_group,2,usa,Авиация,folder,standard,2,2,f4f_group,,False
f4u-1a,2,usa,Авиация,vehicle,standard,2,2,f4u_group,0,False
f4u-1a_usmc,2,usa,Авиация,vehicle,standard,2,2,f4u-1a,1,False
f4u-1d,2,usa,Авиация,vehicle,standard,2,2,f4u-1a_usmc,2,False
f4u-4,3,usa,Авиация,vehicle,standard,2,0,f4u_group,,False
f8f1,3,usa,Авиация,vehicle,standard,2,1,f4u-4,,False
f6f-5n,3,usa,Авиация,vehicle,standard,2,2,f8f1,,False
f4u_late_group,4,usa,Авиация,folder,standard,2,0,f6f-5n,,False
f4u-1c,4,usa,Авиация,vehicle,standard,2,0,f4u_late_group,0,False
f4u-4b,4,usa,Авиация,vehicle,standard,2,0,f4u-1c,1,False
f8f1_group,4,usa,Авиация,folder,standard,2,1,f4u_late_group,,False
f8f1b,4,usa,Авиация,vehicle,standard,2,1,f8f1_group,0,False
f7f1,4,usa,Авиация,vehicle,standard,2,1,f8f1b,1,False
f2h-2,5,usa,Авиация,vehicle,standard,2,0,f8f1_group,,False
f9f_group,5,usa,Авиация,folder,standard,2,1,f2h-2,,False
f9f-2,5,usa,Авиация,vehicle,standard,2,1,f9f_group,0,False
f9f-5,5,usa,Авиация,vehicle,standard,2,1,f9f-2,1,False
f9f-8,5,usa,Авиация,vehicle,standard,2,1,f9f-5,2,False
f3h-2,6,usa,Авиация,vehicle,standard,2,0,f9f_group,,False
f8u-2,6,usa,Авиация,vehicle,standard,2,1,f3h-2,,False
f-8e,7,usa,Авиация,vehicle,standard,2,0,f8u-2,,False
f-4j,7,usa,Авиация,vehicle,standard,2,1,f-8e,,False
fa_18a,8,usa,Авиация,vehicle,standard,2,0,f-4j,,False
f_14_group,8,usa,Авиация,folder,standard,2,1,fa_18a,,False
f_14a_early,8,usa,Авиация,vehicle,standard,2,1,f_14_group,0,False
f_14b,8,usa,Авиация,vehicle,standard,2,1,f_14a_early,1,False
fa_18c_late,8,usa,Авиация,vehicle,standard,2,2,f_14_group,,False
os2u_group,1,usa,Авиация,folder,standard,3,0,,,False
os2u_1,1,usa,Авиация,vehicle,standard,3,0,,0,False
os2u_3,1,usa,Авиация,vehicle,standard,3,0,,1,False
sb2u_group,1,usa,Авиация,folder,standard,3,1,,,False
sb2u-2,1,usa,Авиация,vehicle,standard,3,1,sb2u_group,0,False
sb2u-3,1,usa,Авиация,vehicle,standard,3,1,sb2u-2,1,False
tbf_group,1,usa,Авиация,folder,standard,3,2,sb2u_group,,False
tbf-1c,1,usa,Авиация,vehicle,standard,3,2,tbf_group,0,False
sbd-3,1,usa,Авиация,vehicle,standard,3,2,tbf-1c,1,False
p-51_a-36,2,usa,Авиация,vehicle,standard,3,0,,,False
a-20g,2,usa,Авиация,vehicle,standard,3,1,p-51_a-36,,False
sb2c_group,2,usa,Авиация,folder,standard,3,2,a-20g,,False
sb2c_1c,2,usa,Авиация,vehicle,standard,3,2,sb2c_group,0,False
sb2c_4,2,usa,Авиация,vehicle,standard,3,2,sb2c_1c,1,False
pbj_group,3,usa,Авиация,folder,standard,3,0,sb2c_group,,False
pbj_1j,3,usa,Авиация,vehicle,standard,3,0,pbj_group,0,False
pbj_1h,3,usa,Авиация,vehicle,standard,3,0,pbj_1j,1,False
p-61c_1,3,usa,Авиация,vehicle,standard,3,1,pbj_group,,False
a-26b_group,4,usa,Авиация,folder,standard,3,0,p-61c_1,,False
a-26b_10,4,usa,Авиация,vehicle,standard,3,0,a-26b_group,0,False
a-26b,4,usa,Авиация,vehicle,standard,3,0,a-26b_10,1,False
douglas_ad_group,4,usa,Авиация,folder,standard,3,1,a-26b_group,,False
douglas_ad_2,4,usa,Авиация,vehicle,standard,3,1,douglas_ad_group,0,False
douglas_ad_4,4,usa,Авиация,vehicle,standard,3,1,douglas_ad_2,1,False
am_1_mauler,4,usa,Авиация,vehicle,standard,3,1,douglas_ad_4,2,False
f3d_1,5,usa,Авиация,vehicle,standard,3,0,douglas_ad_group,,False
f-84f,5,usa,Авиация,vehicle,standard,3,1,f3d_1,,False
a_4b_group,6,usa,Авиация,folder,standard,3,0,f-84f,,False
a_4b,6,usa,Авиация,vehicle,standard,3,0,a_4b_group,0,False
fj_4b,6,usa,Авиация,vehicle,standard,3,0,a_4b,1,False
av_8c,6,usa,Авиация,vehicle,standard,3,1,a_4b_group,,False
a_10a_late,7,usa,Авиация,vehicle,standard,3,0,av_8c,,False
a_7_group,7,usa,Авиация,folder,standard,3,1,a_10a_late,,False
a_7d,7,usa,Авиация,vehicle,standard,3,1,a_7_group,0,False
a_7e,7,usa,Авиация,vehicle,standard,3,1,a_7d,1,False
a_10c,7,usa,Авиация,vehicle,standard,3,2,a_7_group,,False
av_8b_plus,8,usa,Авиация,vehicle,standard,3,0,a_10c,,False
tbd_group,1,usa,Авиация,folder,standard,4,0,,,False
tbd-1_1938,1,usa,Авиация,vehicle,standard,4,0,tbd_group,0,False
b_18a,1,usa,Авиация,vehicle,standard,4,0,tbd-1_1938,1,False
pby_group,1,usa,Авиация,folder,standard,4,1,tbd_group,,False
pby-5,1,usa,Авиация,vehicle,standard,4,1,pby_group,0,False
pby-5a,1,usa,Авиация,vehicle,standard,4,1,pby-5,1,False
pbm_1,1,usa,Авиация,vehicle,standard,4,2,pby_group,,False
b_34,2,usa,Авиация,vehicle,standard,4,0,,,False
b_25j_1,2,usa,Авиация,vehicle,standard,4,1,b_34,,False
b_25j_20,2,usa,Авиация,vehicle,standard,4,2,b_25j_1,,False
b_26b_c,3,usa,Авиация,vehicle,standard,4,0,b_25j_20,,False
b-17_group,3,usa,Авиация,folder,standard,4,1,b_26b_c,,False
b-17e,3,usa,Авиация,vehicle,standard,4,1,b-17_group,0,False
b-17e_late,3,usa,Авиация,vehicle,standard,4,1,b-17e,1,False
pb4y-2,3,usa,Авиация,vehicle,standard,4,2,b-17_group,,False
b-17_late_group,4,usa,Авиация,folder,standard,4,0,pb4y-2,,False
b-17g,4,usa,Авиация,vehicle,standard,4,0,b-17_late_group,0,False
b_24d,4,usa,Авиация,vehicle,standard,4,0,b-17g,1,False
b-29,4,usa,Авиация,vehicle,standard,4,1,b-17_late_group,,False
b_57_group,5,usa,Авиация,folder,standard,4,0,b-29,,False
b-57,5,usa,Авиация,vehicle,standard,4,0,b_57_group,0,False
b-57b,5,usa,Авиация,vehicle,standard,4,0,b-57,1,False
b_66b,6,usa,Авиация,vehicle,standard,4,0,b_57_group,,False
f-105d,7,usa,Авиация,vehicle,standard,4,0,b_66b,,False
f_111a,7,usa,Авиация,vehicle,standard,4,1,f-105d,,False
f_111f,7,usa,Авиация,vehicle,standard,4,2,f_111a,,False
f_15e,8,usa,Авиация,vehicle,standard,4,0,f_111f,,False
f3f-2_galer,1,usa,Авиация,vehicle,premium,0,0,,,False
p-36c_rb,1,usa,Авиация,vehicle,premium,0,1,,,True
f2a-1_thach,1,usa,Авиация,vehicle,premium,0,2,,,False
soc_1,1,usa,Авиация,vehicle,premium,0,3,,,True
o3u_1,1,usa,Авиация,vehicle,premium,0,4,,,True
p-40e_td,2,usa,Авиация,vehicle,premium,0,0,,,True
ki_43_2_late,2,usa,Авиация,vehicle,premium,0,1,,,False
p-51a_tl,2,usa,Авиация,vehicle,premium,0,2,,,True
p-38g_metal,2,usa,Авиация,vehicle,premium,0,3,,,True
ki_61_1a_otsu_usa,2,usa,Авиация,vehicle,premium,0,4,,,False
a6m2_zero_usa,3,usa,Авиация,vehicle,premium,0,0,,,True
btd-1,3,usa,Авиация,vehicle,premium,0,1,,,False
xp-55,3,usa,Авиация,vehicle,premium,0,2,,,False
xp-50,3,usa,Авиация,vehicle,premium,0,3,,,False
bf-109f-4_usa,3,usa,Авиация,vehicle,premium,0,4,,,False
xa_38,4,usa,Авиация,vehicle,premium,0,0,,,False
p-51d-20-na,4,usa,Авиация,vehicle,premium,0,1,,,True
p-51d-10,4,usa,Авиация,vehicle,premium,0,2,,,True
p-47m-1-re,4,usa,Авиация,vehicle,premium,0,3,,,True
p-47m-1-re_boxted,4,usa,Авиация,vehicle,premium,0,4,,,True
fw-190a-8_usa,4,usa,Авиация,vehicle,premium,0,5,,,False
spitfire_ix_usa,4,usa,Авиация,vehicle,premium,0,6,,,False
