external_id,name,name_eng,country,battle_rating,silver,rank,vehicle_category,type,required_exp,tech_category,image_url,parent_external_id,column,row,order_in_folder
us_t32e1,T32E1,T32E1,usa,7.7,270000,5,Наземная техника,vehicle,48000,standard,https://static.encyclopedia.warthunder.com/slots/us_t32e1.png,us_t32,2,0,1
us_m103,M103,M103,usa,7.7,300000,5,Наземная техника,vehicle,105000,standard,https://static.encyclopedia.warthunder.com/slots/us_m103.png,us_t32_group,2,1,
us_t95e1,T95E1,T95E1,usa,8.3,380000,6,Наземная техника,vehicle,135000,standard,https://static.encyclopedia.warthunder.com/slots/us_t95e1.png,us_m103,2,0,
us_mbt_xm_group,MBT/XM,MBT/XM,usa,,,6,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/us_mbt_xm_group.png,us_t95e1,2,1,
us_xm_803,XM803,XM803,usa,9.0,520000,6,Наземная техника,vehicle,190000,standard,https://static.encyclopedia.warthunder.com/slots/us_xm_803.png,us_mbt_xm_group,2,1,0
us_mbt_70,MBT-70,MBT-70,usa,9.3,620000,6,Наземная техника,vehicle,110000,standard,https://static.encyclopedia.warthunder.com/slots/us_mbt_70.png,us_xm_803,2,1,1
us_m1_abrams,M1 Abrams,M1 Abrams,usa,10.7,710000,7,Наземная техника,vehicle,260000,standard,https://static.encyclopedia.warthunder.com/slots/us_m1_abrams.png,us_mbt_xm_group,2,0,
us_abrams_group,M1A1/IPM1,M1A1/IPM1,usa,,,7,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/us_abrams_group.png,us_m1_abrams,2,1,
us_m1a1_abrams,M1A1,M1A1,usa,11.3,830000,7,Наземная техника,vehicle,300000,standard,https://static.encyclopedia.warthunder.com/slots/us_m1a1_abrams.png,us_abrams_group,2,1,0
us_m1_ip_abrams,IPM1,IPM1,usa,11.3,950000,7,Наземная техника,vehicle,175000,standard,https://static.encyclopedia.warthunder.com/slots/us_m1_ip_abrams.png,us_m1a1_abrams,2,1,1
us_abrams_a2_group,M1 A2/A2 SEP,M1 A2/A2 SEP,usa,,,8,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/us_abrams_a2_group.png,us_abrams_group,2,0,
us_m1a2_abrams,M1A2 Abrams,M1A2 Abrams,usa,11.7,1080000,8,Наземная техника,vehicle,400000,standard,https://static.encyclopedia.warthunder.com/slots/us_m1a2_abrams.png,us_abrams_a2_group,2,0,0
us_m1a2_sep_abrams,M1A2 SEP,M1A2 SEP,usa,12.0,1100000,8,Наземная техника,vehicle,200000,standard,https://static.encyclopedia.warthunder.com/slots/us_m1a2_sep_abrams.png,us_m1a2_abrams,2,0,1
us_m1a2_sep2_abrams,M1A2 SEP V2,M1A2 SEP V2,usa,12.0,1100000,8,Наземная техника,vehicle,410000,standard,https://static.encyclopedia.warthunder.com/slots/us_m1a2_sep2_abrams.png,us_abrams_a2_group,2,1,
us_halftrack_m13,M13 MGMC,M13 MGMC,usa,1.7,700,1,Наземная техника,vehicle,2900,standard,https://static.encyclopedia.warthunder.com/slots/us_halftrack_m13.png,,3,0,
us_halftrack_m15,M15 CGMC,M15 CGMC,usa,1.7,2100,1,Наземная техника,vehicle,4000,standard,https://static.encyclopedia.warthunder.com/slots/us_halftrack_m15.png,us_halftrack_m13,3,1,
us_halftrack_m16,M16 MGMC,M16 MGMC,usa,2.7,10000,2,Наземная техника,vehicle,7900,standard,https://static.encyclopedia.warthunder.com/slots/us_halftrack_m16.png,,3,0,
us_t77e1,T77E1,T77E1,usa,4.0,22000,2,Наземная техника,vehicle,11000,standard,https://static.encyclopedia.warthunder.com/slots/us_t77e1.png,us_halftrack_m16,3,1,
us_m19_m42_group,M19/M42,M19/M42,usa,,,3,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/us_m19_m42_group.png,us_t77e1,3,0,
us_m19,M19A1,M19A1,usa,4.0,47000,3,Наземная техника,vehicle,18000,standard,https://static.encyclopedia.warthunder.com/slots/us_m19.png,us_m19_m42_group,3,0,0
us_m42_duster,M42,M42,usa,4.0,76000,3,Наземная техника,vehicle,13000,standard,https://static.encyclopedia.warthunder.com/slots/us_m42_duster.png,us_m19,3,0,1
us_skink_aa,▃Skink,▃Skink,usa,5.3,155000,4,Наземная техника,vehicle,46000,standard,https://static.encyclopedia.warthunder.com/slots/us_skink_aa.png,us_m19_m42_group,3,0,
us_m163_vulcan,M163,M163,usa,7.3,270000,5,Наземная техника,vehicle,95000,standard,https://static.encyclopedia.warthunder.com/slots/us_m163_vulcan.png,us_skink_aa,3,0,
us_xm246,XM246,XM246,usa,8.3,380000,6,Наземная техника,vehicle,135000,standard,https://static.encyclopedia.warthunder.com/slots/us_xm246.png,us_m163_vulcan,3,0,
us_m247,M247,M247,usa,9.0,520000,6,Наземная техника,vehicle,190000,standard,https://static.encyclopedia.warthunder.com/slots/us_m247.png,us_xm246,3,1,
us_mim_72_chaparral,Imp.Chaparral,Imp.Chaparral,usa,9.0,620000,6,Наземная техника,vehicle,220000,standard,https://static.encyclopedia.warthunder.com/slots/us_mim_72_chaparral.png,us_m247,3,2,
us_lav_ad,LAV-AD,LAV-AD,usa,10.0,710000,7,Наземная техника,vehicle,260000,standard,https://static.encyclopedia.warthunder.com/slots/us_lav_ad.png,us_mim_72_chaparral,3,0,
us_xm_975_roland,XM975,XM975,usa,10.0,830000,7,Наземная техника,vehicle,300000,standard,https://static.encyclopedia.warthunder.com/slots/us_xm_975_roland.png,us_lav_ad,3,1,
us_adats_bradley,ADATS,ADATS,usa,11.7,1080000,8,Наземная техника,vehicle,400000,standard,https://static.encyclopedia.warthunder.com/slots/us_adats_bradley.png,us_xm_975_roland,3,0,
us_sl_amraam_fcs,CLAWS (СОЦ),CLAWS (TADS),usa,12.0,1100000,8,Наземная техника,vehicle,410000,standard,https://static.encyclopedia.warthunder.com/slots/us_sl_amraam_fcs.png,us_adats_bradley,3,1,
us_m2a2,M2A2,M2A2,usa,1.0,700,1,Наземная техника,vehicle,2900,standard,https://static.encyclopedia.warthunder.com/slots/us_m2a2.png,,4,0,
us_m8_scott,M8 HMC,M8 HMC,usa,1.3,2100,1,Наземная техника,vehicle,4000,standard,https://static.encyclopedia.warthunder.com/slots/us_m8_scott.png,us_m2a2,4,1,
us_halftrack_m3_75mm_gmc,M3 GMC,M3 GMC,usa,1.7,6300,1,Наземная техника,vehicle,5900,standard,https://static.encyclopedia.warthunder.com/slots/us_halftrack_m3_75mm_gmc.png,us_m8_scott,4,2,
us_m4a3_105_sherman,M4A3 (105),M4A3 (105),usa,3.0,16000,2,Наземная техника,vehicle,9200,standard,https://static.encyclopedia.warthunder.com/slots/us_m4a3_105_sherman.png,,4,0,
us_m10,M10 GMC,M10 GMC,usa,3.3,22000,2,Наземная техника,vehicle,11000,standard,https://static.encyclopedia.warthunder.com/slots/us_m10.png,us_m4a3_105_sherman,4,1,
us_m44,M44,M44,usa,4.0,47000,3,Наземная техника,vehicle,18000,standard,https://static.encyclopedia.warthunder.com/slots/us_m44.png,us_m10,4,0,
us_m55,M55,M55,usa,4.0,76000,3,Наземная техника,vehicle,26000,standard,https://static.encyclopedia.warthunder.com/slots/us_m55.png,us_m44,4,1,
us_m36_group,M36/M36B2,M36/M36B2,usa,,,3,Наземная техника,folder,,standard,https://static.encyclopedia.warthunder.com/slots/us_m36_group.png,us_m55,4,2,
us_m36,M36 GMC,M36 GMC,usa,5.3,105000,3,Наземная техника,vehicle,33000,standard,https://static.encyclopedia.warthunder.com/slots/us_m36.png,us_m36_group,4,2,0
us_m36b2,M36B2,M36B2,usa,5.7,135000,3,Наземная техника,vehicle,20000,standard,https://static.encyclopedia.warthunder.com/slots/us_m36b2.png,us_m36,4,2,1
us_m109a1,M109A1,M109A1,usa,6.3,155000,4,Наземная техника,vehicle,46000,standard,https://static.encyclopedia.warthunder.com/slots/us_m109a1.png,us_m36_group,4,0,
us_m56_scorpion,M56,M56,usa,6.7,185000,4,Наземная техника,vehicle,54000,standard,https://static.encyclopedia.warthunder.com/slots/us_m56_scorpion.png,us_m109a1,4,1,
us_m50_ontos,M50,M50,usa,6.7,200000,4,Наземная техника,vehicle,63000,standard,https://static.encyclopedia.warthunder.com/slots/us_m50_ontos.png,us_m56_scorpion,4,2,
us_t95,T95,T95,usa,7.0,240000,5,Наземная техника,vehicle,82000,standard,https://static.encyclopedia.warthunder.com/slots/us_t95.png,us_m50_ontos,4,0,
us_m60a2,M60A2,M60A2,usa,8.3,380000,6,Наземная техника,vehicle,135000,standard,https://static.encyclopedia.warthunder.com/slots/us_m60a2.png,us_t95,4,0,
us_m1128_mgs,M1128,M1128,usa,10.3,710000,7,Наземная техника,vehicle,260000,standard,https://static.encyclopedia.warthunder.com/slots/us_m1128_mgs.png,us_m60a2,4,0,
us_m2a4_1st_armor_div,M2A4 (1st Arm.Div.),M2A4 (1st Arm.Div.),usa,1.0,0,1,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m2a4_1st_armor_div.png,,0,0,
us_lvt_a_4,LVT(A)(4),LVT(A)(4),usa,1.3,0,1,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_lvt_a_4.png,,0,1,
us_m3a1_stuart_usmc,M3A1 (USMC),M3A1 (USMC),usa,2.3,0,1,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m3a1_stuart_usmc.png,,0,2,
us_m5a1_stuart_canadian_5st_arm,▃Stuart VI (5th CAD),▃Stuart VI (5th CAD),usa,2.7,0,2,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m5a1_stuart_canadian_5st_arm.png,,0,0,
us_mk1_grant,▃Grant I,▃Grant I,usa,2.7,0,2,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_mk1_grant.png,,0,1,
us_m4a5_ram_2,M4A5,M4A5,usa,3.7,0,2,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m4a5_ram_2.png,,0,2,
us_m24_chaffee_tl,M24 (TL),M24 (TL),usa,3.7,0,2,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m24_chaffee_tl.png,,0,3,
us_m4_sherman_promo,M4,M4,usa,3.7,0,2,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m4_sherman_promo.png,,0,4,
us_t14,T14,T14,usa,4.7,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_t14.png,,0,0,
us_m4a3e2_sherman_jumbo_cobra_king,Cobra King,Cobra King,usa,5.7,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m4a3e2_sherman_jumbo_cobra_king.png,,0,1,
us_kit_3rank_group,Ад на Колёсах,Hell on Wheels,usa,,,3,Наземная техника,folder,,premium,https://static.encyclopedia.warthunder.com/slots/us_kit_3rank_group.png,,0,2,
us_m4a3e8_76w_sherman_kit_3rank,Sherman (Hell),Sherman (Hell),usa,5.7,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m4a3e8_76w_sherman_kit_3rank.png,,0,2,0
us_m18_hellcat_kit_3rank,Hellcat (Hell),Hellcat (Hell),usa,6.0,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m18_hellcat_kit_3rank.png,,0,2,1
us_skink_aa_kit_3rank,▃Skink (Hell),▃Skink (Hell),usa,5.3,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_skink_aa_kit_3rank.png,,0,2,2
us_m18_super_hellcat,Super Hellcat,Super Hellcat,usa,6.3,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m18_super_hellcat.png,,0,0,
us_t20,T20,T20,usa,6.3,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_t20.png,,0,1,
us_m26_t99,M26 T99,M26 T99,usa,6.7,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m26_t99.png,,0,2,
us_m26e1_pershing,M26E1,M26E1,usa,6.7,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m26e1_pershing.png,,0,3,
us_m46_patton_73_armor_bat,"M46 ""Tiger""","M46 ""Tiger""",usa,7.0,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m46_patton_73_armor_bat.png,,0,4,
us_m728,M728 CEV,M728 CEV,usa,7.0,0,5,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m728.png,,0,0,
us_t54e2,T54E2,T54E2,usa,7.7,0,5,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_t54e2.png,,0,1,
us_t54e1,T54E1,T54E1,usa,8.0,0,5,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_t54e1.png,,0,2,
us_t58,T58,T58,usa,8.3,0,5,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_t58.png,,0,3,
us_m901_itv,M901,M901,usa,8.3,0,6,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m901_itv.png,,0,0,
us_xm1_chrysler,XM1 (Chrysler),XM1 (Chrysler),usa,9.0,0,6,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_xm1_chrysler.png,,0,1,
us_xm1_gm,XM1 (GM),XM1 (GM),usa,9.3,0,6,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_xm1_gm.png,,0,2,
us_m1128_wolfpack,M1128 Wolfpack,M1128 Wolfpack,usa,10.3,0,7,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m1128_wolfpack.png,,0,0,
us_m1_abrams_kvt,M1 KVT,M1 KVT,usa,10.7,0,7,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m1_abrams_kvt.png,,0,1,
us_m1a1_aim_abrams,M1A1 AIM,M1A1 AIM,usa,11.7,0,7,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m1a1_aim_abrams.png,,0,2,
us_m1a1_hc_usmc,M1A1 Click-Bait,M1A1 Click-Bait,usa,11.7,0,7,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m1a1_hc_usmc.png,,0,3,
us_rdf_lt,RDF/LT,RDF/LT,usa,11.7,0,7,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_rdf_lt.png,,0,4,
us_lvt_a_1_trb,○LVT(A)(1),○LVT(A)(1),usa,1.0,0,1,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_lvt_a_1_trb.png,,1,0,
us_m8_greyhound,M8 LAC,M8 LAC,usa,1.0,0,1,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m8_greyhound.png,,1,1,
us_lvt_4_zis_2,▃LVT(A)(4) (ZIS-2),▃LVT(A)(4) (ZIS-2),usa,2.3,0,2,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_lvt_4_zis_2.png,,1,0,
us_m5a1_stuart_td,M5A1 TD,M5A1 TD,usa,2.7,0,2,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m5a1_stuart_td.png,,1,1,
us_m8a1,M8A1 GMC,M8A1 GMC,usa,2.7,0,2,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m8a1.png,,1,2,
us_t18_e2,T18E2,T18E2,usa,3.0,0,2,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_t18_e2.png,,1,3,
us_m4_sherman_calliope,Calliope,Calliope,usa,4.0,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m4_sherman_calliope.png,,1,0,
us_t55e1,T55E1,T55E1,usa,4.3,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_t55e1.png,,1,1,
us_t86,T86,T86,usa,6.0,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_t86.png,,1,2,
us_m18_hellcat_black_cat,"M18 ""Black Cat""","M18 ""Black Cat""",usa,6.0,0,3,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m18_hellcat_black_cat.png,,1,3,
us_t28,T28,T28,usa,6.3,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_t28.png,,1,0,
us_m551_76,M551(76),M551(76),usa,7.0,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m551_76.png,,1,1,
us_t30,T30,T30,usa,6.7,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_t30.png,,1,2,
us_m6a2e1,M6A2E1,M6A2E1,usa,6.7,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_m6a2e1.png,,1,3,
us_t29,T29,T29,usa,7.0,0,4,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_t29.png,,1,4,
us_t114,T114,T114,usa,7.7,0,5,Наземная техника,vehicle,,premium,https://static.encyclopedia.warthunder.com/slots/us_t114.png,,1,0,
